LaptopId,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
458,252,asus,x505bp-br019t ,notebook,15.6,1366x768,amd a9 9420 3ghz,4gb,1tb hdd,amd radeon r5 m420,windows 10,1.68kg,469.0
459,1208,acer,aspire e5-774g,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,8gb,1tb hdd,nvidia geforce 940mx,windows 10,3.3kg,629.0
460,846,hp,chromebook x360,2 in 1 convertible,11.6,touchscreen 1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,chrome os,1.4kg,615.0
461,673,lenovo,ideapad 320-15ast,notebook,15.6,1366x768,amd e2 9000 2.2ghz,4gb,128gb ssd,amd radeon r2,windows 10,2.2kg,349.0
462,1069,apple,"macbook 12""",ultrabook,12.0,ips panel retina display 2304x1440,intel core m 1.1ghz,8gb,256gb flash storage,intel hd graphics 515,mac os x,0.920kg,1300.0
463,16,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r5 m430,windows 10,2.2kg,745.0
464,245,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  2tb hdd,amd radeon 530,windows 10,2.2kg,985.0
465,417,hp,elitebook 1040,ultrabook,14.0,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.43kg,1500.0
466,117,dell,inspiron 7570,notebook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce 940mx,windows 10,2.16kg,1130.33
467,1298,lenovo,yoga 500-14isk,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.8kg,638.0
468,1094,hp,elitebook 820,netbook,12.5,1366x768,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 7,2.4kg,1599.0
469,1042,toshiba,tecra a50-c-218,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6500u 2.5ghz,16gb,256gb ssd,nvidia geforce 930m,windows 10,2.4kg,1425.0
470,551,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.9kg,1116.99
471,1238,msi,gl62 6qf,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 960m,windows 10,2.3kg,1169.0
472,106,lenovo,ideapad 310-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,1.85kg,414.9
473,1201,lenovo,ideapad 310-15isk,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,8gb,500gb hdd,nvidia geforce 920mx,no os,2.2kg,629.0
474,1073,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.49kg,1090.0
475,186,dell,xps 15,notebook,15.6,4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce 1050,windows 10,2.06kg,2397.0
476,1005,hp,elitebook 840,notebook,14.0,1366x768,intel core i5 6300u 2.4ghz,4gb,256gb ssd,intel hd graphics 520,windows 10,1.48kg,1099.99
477,309,hp,250 g6,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,1.86kg,469.0
478,183,toshiba,satellite pro,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,2.0kg,793.0
479,984,toshiba,tecra a40-c-1kf,notebook,14.0,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.75kg,915.0
480,842,hp,probook 470,notebook,17.3,1600x900,intel core i5 7200u 2.5ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.63kg,910.0
481,480,dell,inspiron 7570,notebook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,nvidia geforce 940mx,windows 10,2.16kg,1262.0
482,621,lenovo,thinkpad t470,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.65kg,1465.0
483,934,toshiba,tecra z40-c-12x,notebook,14.0,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.47kg,1105.0
484,1144,hp,spectre pro,2 in 1 convertible,13.3,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.48kg,1799.0
485,341,lenovo,ideapad 320-15abr,notebook,15.6,full hd 1920x1080,amd a12 9720p 2.7ghz,12gb,2tb hdd,amd radeon 530,windows 10,2.2kg,899.0
486,256,hp,15-bw094nd ,notebook,15.6,1366x768,amd a6 9220 2.5ghz,8gb,128gb ssd,amd radeon r4,windows 10,1.91kg,445.9
487,907,acer,chromebook cb5-571-c1dz,notebook,15.6,ips panel full hd 1920x1080,intel celeron dual core 3205u 1.5ghz,4gb,16gb flash storage,intel hd graphics,chrome os,2.20kg,359.0
488,863,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1tb hdd,nvidia geforce 1050,no os,2.5kg,1017.0
489,974,asus,rog strix,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,2.73kg,2049.9
490,239,acer,nitro an515-51,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce 1050,windows 10,2.5kg,846.0
491,997,acer,aspire es1-533,notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4gb,500gb hdd,intel hd graphics 505,windows 10,2.4kg,380.0
492,494,asus,rog g752vl-uh71t,gaming,17.3,ips panel full hd / touchscreen 1920x1080,intel core i7 6700hq 2.6ghz,24gb,256gb ssd +  1tb hdd,nvidia geforce 965m,windows 10,4.33kg,1269.0
493,201,lenovo,v110-15isk ,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,2.1kg,493.0
494,875,dell,latitude 7280,ultrabook,12.5,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,1690.0
495,471,hp,zbook 15u,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,500gb hdd,amd firepro w4190m,windows 10,1.9kg,1154.0
496,911,hp,elitebook folio,ultrabook,12.5,4k ultra hd / touchscreen 3840x2160,intel core m m7-6y75 1.2ghz,8gb,240gb ssd,intel hd graphics 515,windows 10,1.09kg,3100.0
497,133,acer,aspire a515-51g-37js,notebook,15.6,full hd 1920x1080,intel core i3 7130u 2.7ghz,4gb,256gb ssd,nvidia geforce 130mx,windows 10,2.2kg,572.0
498,905,lg,gram 15z970,ultrabook,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.08kg,2099.0
499,630,asus,zenbook 3,ultrabook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.1kg,1900.0
500,716,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.9kg,1179.0
501,86,hp,pavilion 15-ck000nv,ultrabook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 940mx,windows 10,1.83kg,699.0
502,897,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.04kg,900.0
503,998,asus,rog gl553ve-ds74,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1050 ti,windows 10,2.5kg,1799.0
504,560,acer,spin sp111-31,2 in 1 convertible,11.6,ips panel full hd / touchscreen 1920x1080,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.25kg,349.0
505,1088,hp,chromebook 13,notebook,13.3,quad hd+ 3200x1800,intel pentium dual core 4405y 1.5ghz,4gb,32gb flash storage,intel hd graphics 515,chrome os,1.29kg,615.0
506,137,asus,fx753vd-gc086t ,gaming,17.3,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,3kg,938.0
507,466,acer,aspire 5,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,500gb hdd,nvidia geforce 940mx,windows 10,2.2kg,469.0
508,364,lenovo,ideapad 320-15isk,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,8gb,256gb ssd,nvidia geforce 920mx,no os,2.2kg,499.0
509,1107,lenovo,yoga 500-15isk,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,4gb,256gb ssd,intel hd graphics 520,windows 10,2.1kg,867.0
510,894,msi,gs73vr stealth,gaming,17.3,ips panel 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16gb,512gb ssd +  2tb hdd,nvidia geforce 1060,windows 10,2.43kg,2649.0
511,778,razer,blade pro,gaming,14.0,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce 1060,windows 10,1.95kg,2899.0
512,189,dell,inspiron 5770,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.8kg,1085.0
513,326,acer,aspire e5-575,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,6gb,1tb hdd,intel hd graphics 620,windows 10,2.23kg,549.0
514,209,lenovo,ideapad 320-15ikbn,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.2kg,597.0
515,584,dell,chromebook 11,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,4gb,16gb flash storage,intel hd graphics 400,chrome os,1.26kg,295.0
516,519,asus,fx753ve-gc155t ,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1050 ti,windows 10,3kg,1504.0
517,995,asus,zenbook ux310ua-fb485t,notebook,13.3,quad hd+ 3200x1800,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.4kg,1150.0
518,1014,hp,probook 430,notebook,13.3,1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.49kg,800.0
519,755,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i5 6260u 1.8ghz,8gb,256gb ssd,intel hd graphics 540,windows 10,1.3kg,1199.0
520,515,asus,vivobook e12,netbook,11.6,1366x768,intel celeron dual core n3350 1.1ghz,2gb,32gb flash storage,intel hd graphics 500,windows 10,1.1kg,245.0
521,768,samsung,notebook 9,ultrabook,13.3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.31kg,1599.0
522,1090,dell,inspiron 3552,notebook,15.6,1366x768,intel pentium quad core n3700 1.6ghz,4gb,500gb hdd,intel hd graphics,linux,2.2kg,393.49
523,222,toshiba,portege z30-c-16l,ultrabook,13.3,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.2kg,1363.0
524,819,dell,latitude 3480,notebook,14.0,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.76kg,755.0
525,58,msi,gs73vr 7rg,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  2tb hdd,nvidia geforce 1070,windows 10,2.43kg,2449.0
526,154,hp,elitebook 840,ultrabook,14.0,full hd 1920x1080,intel core i5 7500u 2.7ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,1082.0
527,1109,asus,rog gl552vw-cn470t,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce 960m,windows 10,2.59kg,1339.0
528,44,dell,inspiron 7773,2 in 1 convertible,17.3,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,12gb,1tb hdd,nvidia geforce 150mx,windows 10,2.77kg,999.0
529,760,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.5kg,1048.0
530,1018,toshiba,tecra z40-c-12z,notebook,14.0,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.47kg,1490.0
531,860,lenovo,thinkpad e570,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.3kg,850.66
532,1024,dell,latitude e5570,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,500gb hdd,intel hd graphics 520,windows 10,2.09kg,1046.44
533,726,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.2kg,719.0
534,237,asus,x555qg-dm242t ,notebook,15.6,full hd 1920x1080,amd a10 9620p 2.5ghz,4gb,128gb ssd +  1tb hdd,amd radeon r5 m430,windows 10,2.2kg,575.0
535,672,lenovo,yoga 720-13ikb,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.3kg,1034.0
536,1168,hp,stream 14-ax000nv,notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,1.44kg,249.0
537,695,acer,travelmate b117-m,netbook,11.6,1366x768,intel celeron dual core n3050 1.6ghz,4gb,32gb flash storage,intel hd graphics,windows 10,1.4kg,269.0
538,1232,dell,inspiron 3567,notebook,15.6,touchscreen 1366x768,intel core i3 7100u 2.4ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.3kg,469.01
539,1110,hp,elitebook 1030,notebook,13.3,quad hd+ / touchscreen 3200x1800,intel core m 6y54 1.1ghz,8gb,256gb ssd,intel hd graphics 515,windows 10,1.16kg,1699.0
540,1137,dell,inspiron 5567,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,amd radeon r7 m445,windows 10,2.5kg,784.0
541,128,dell,inspiron 5770,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,windows 10,2.8kg,1396.0
542,1205,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon r7 m445,windows 10,2.36kg,889.0
543,1231,razer,blade pro,gaming,14.0,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,1tb ssd,nvidia geforce 1060,windows 10,1.95kg,3499.0
544,795,lenovo,thinkpad x1,2 in 1 convertible,14.0,ips panel touchscreen 2560x1440,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.42kg,2330.0
545,7,apple,macbook air,ultrabook,13.3,1440x900,intel core i5 1.8ghz,8gb,256gb flash storage,intel hd graphics 6000,macos,1.34kg,1158.7
546,321,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i5 7200u 2.5ghz,4gb,1tb hdd,nvidia geforce 920mx,windows 10,2.79kg,589.0
547,314,asus,vivobook flip,2 in 1 convertible,11.6,touchscreen 1366x768,intel celeron dual core n3350 1.1ghz,2gb,32gb flash storage,intel hd graphics 500,windows 10,1.1kg,275.0
548,382,asus,rog strix,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,2.3kg,1655.0
549,166,acer,aspire 3,notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,intel hd graphics 505,windows 10,2.1kg,363.51
550,378,asus,vivobook e403na,notebook,14.0,1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.5kg,286.0
551,982,lenovo,ideapad 320-15abr,notebook,15.6,full hd 1920x1080,amd a12 9720p 2.7ghz,6gb,256gb ssd,amd radeon 530,windows 10,2.2kg,549.0
552,1071,hp,probook 650,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.31kg,1199.0
553,1270,lenovo,yoga 500-14isk,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.8kg,638.0
554,331,toshiba,satellite pro,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.0kg,943.0
555,155,hp,15-bs103nv ,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,6gb,256gb ssd,amd radeon 520,windows 10,1.91kg,619.0
556,1021,toshiba,portégé z30-c-16k,ultrabook,13.3,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.2kg,1590.0
557,87,hp,250 g6,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.96kg,598.99
558,655,toshiba,tecra a50-d-11m,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,500gb hdd,intel hd graphics 620,windows 10,2.0kg,1064.0
559,983,fujitsu,lifebook a556,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4gb,256gb ssd,intel hd graphics 520,windows 10,2.3kg,649.0
560,1062,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics,windows 10,2.25kg,559.0
561,578,msi,gt73vr titan,gaming,17.3,full hd 1920x1080,intel core i7 7820hk 2.9ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.14kg,2729.0
562,384,asus,zenbook flip,ultrabook,13.3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.1kg,1748.9
563,1187,acer,aspire e5-576g,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,nvidia geforce 940mx,windows 10,2.23kg,691.0
564,954,lenovo,thinkpad t460,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.7kg,1488.99
565,887,asus,rog gl753vd-gc082t,gaming,17.3,full hd 1920x1080,intel core i5 7300hq 2.5ghz,12gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.2kg,1369.9
566,577,lenovo,ideapad y910-17isk,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.6kg,2663.0
567,330,msi,gl72m 7rex,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce 1050 ti,windows 10,2.7kg,1199.0
568,1218,lenovo,ideapad y700-15isk,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 960,windows 10,2.6kg,1272.0
569,978,hp,15-bs053od ,notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,6gb,1tb hdd,intel hd graphics 620,windows 10,2.04kg,579.0
570,141,lenovo,thinkpad e480,notebook,14.0,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon rx 550,windows 10,1.75kg,1116.02
571,871,lenovo,ideapad 110-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m430,no os,2.2kg,479.0
572,1283,asus,x556uj-xo044t ,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,4gb,500gb hdd,nvidia geforce 920m,windows 10,2.2kg,720.32
573,280,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i7 7500u 2.7ghz,6gb,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows 10,2.8kg,859.0
574,1255,asus,x541na-go020t ,notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4gb,1tb hdd,intel hd graphics 500,windows 10,2kg,339.0
575,168,acer,aspire a517-51g,notebook,17.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce 150mx,windows 10,3kg,854.0
576,909,lg,gram 14z970,ultrabook,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,0.98kg,1899.0
577,975,hp,probook 450,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 930mx,windows 10,2.04kg,979.0
578,320,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,1292.0
579,923,toshiba,tecra z50-c-140,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,16gb,256gb ssd,nvidia geforce 930m,windows 10,2.4kg,1975.0
580,124,acer,aspire 3,notebook,15.6,1366x768,amd a9 9420 3ghz,4gb,256gb ssd,amd radeon r5,windows 10,2.1kg,451.0
581,1177,lenovo,ideapad y700-15isk,gaming,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,512gb ssd,nvidia geforce 960,windows 10,3.31kg,1305.0
582,1219,acer,sp714-51 ,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 7y75 1.3ghz,8gb,256gb ssd,intel hd graphics 615,windows 10,1.2kg,1149.0
583,385,lenovo,thinkpad x1,ultrabook,14.0,ips panel 2560x1440,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.13kg,2282.0
584,123,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,nvidia geforce 930mx,windows 10,2.5kg,1271.0
585,839,asus,r558ua-dm966t ,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb hdd,intel hd graphics 620,windows 10,2.3kg,590.0
586,310,lenovo,ideapad 720s-13ikb,notebook,13.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.1kg,999.0
587,742,toshiba,tecra x40-d-10g,notebook,14.0,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.25kg,1535.0
588,409,lenovo,lenovo ideapad,notebook,11.6,1366x768,intel celeron dual core n3350 1.1ghz,2gb,32gb flash storage,intel hd graphics 500,windows 10,1.15kg,304.45
589,659,dell,alienware 17,gaming,17.3,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,32gb,512gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.42kg,3147.37
590,606,toshiba,tecra z50-c-144,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,2.2kg,1399.0
591,485,lenovo,thinkpad e480,notebook,14.0,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.75kg,1049.0
592,217,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.63kg,1031.0
593,20,asus,vivobook e200ha,netbook,11.6,1366x768,intel atom x5-z8350 1.44ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,0.98kg,191.9
594,1037,toshiba,tecra z40-c-136,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.47kg,1725.0
595,1150,lenovo,v110-15isk ,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,no os,1.9kg,339.0
596,988,dell,inspiron 5567,notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r7 m445,windows 10,2.36kg,749.0
597,668,toshiba,tecra z50-d-10e,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.0kg,1258.0
598,1192,hp,250 g6,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.86kg,485.0
599,145,asus,zenbook ux430ua,ultrabook,14.0,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.25kg,1099.0
600,457,microsoft,surface laptop,ultrabook,13.5,touchscreen 2256x1504,intel core m m3-7y30 2.2ghz,4gb,128gb ssd,intel hd graphics 615,windows 10 s,1.252kg,989.0
601,1148,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.88kg,1579.0
602,455,dell,inspiron 3168,2 in 1 convertible,11.6,touchscreen 1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics 405,windows 10,1.47kg,479.0
603,661,lenovo,ideapad 320-15iap,notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4gb,500gb hdd,intel hd graphics 500,windows 10,2.2kg,419.0
604,767,dell,inspiron 7559,gaming,15.6,ips panel touchscreen / 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce 960m,windows 10,2.72kg,1099.0
605,1277,acer,aspire es1-531,notebook,15.6,1366x768,intel celeron dual core n3060 1.6ghz,4gb,500gb hdd,intel hd graphics 400,linux,2.4kg,289.0
606,73,msi,gl72m 7rdx,gaming,17.3,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.7kg,1095.0
607,284,acer,aspire a517-51g,notebook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 150mx,windows 10,3kg,951.0
608,896,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce 1050 ti,linux,2.62kg,929.0
609,1293,lenovo,ideapad y700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,nvidia geforce 960m,windows 10,2.6kg,899.0
